Input_dB;Output_dB_SW;Gain_Reduction_dB_SW;Output_dB_HW;Gain_Reduction_dB_HW;Metrik Analisis;Nilai
-40,6061;-40,6061;0,0;-40,6227;-0,0167;;
-40,0;-40,0;0,0;-40,0178;-0,0178;;
-39,3939;-39,3939;0,0;-39,4026;-0,0087;;
-38,7879;-38,7879;0,0;-38,805;-0,0171;;
-38,1818;-38,1818;0,0;-38,2026;-0,0208;;
-37,5758;-37,5758;0,0;-37,579;-0,0032;;
-36,9697;-36,9697;0,0;-36,9784;-0,0087;;
-36,3636;-36,3636;0,0;-36,3641;-0,0005;;
-35,7576;-35,7576;0,0;-35,7579;-0,0003;;
-35,1515;-35,1515;0,0;-35,1608;-0,0093;;
-34,5455;-34,5455;0,0;-34,5595;-0,0141;;
-33,9394;-33,9394;0,0;-33,9442;-0,0048;;
-33,3333;-33,3333;0,0;-33,345;-0,0116;;
-32,7273;-32,7273;0,0;-32,7383;-0,011;;
-32,1212;-32,1212;0,0;-32,1283;-0,0071;;
-31,5152;-31,5152;0,0;-31,5183;-0,0032;;
-30,9091;-30,9091;0,0;-30,9111;-0,002;;
-30,303;-30,303;0,0;-30,3087;-0,0057;;
-29,697;-29,697;0,0;-29,7048;-0,0079;;
-29,0909;-29,0909;0,0;-29,0948;-0,0039;;
-28,4848;-28,4848;0,0;-28,4895;-0,0046;;
-27,8788;-27,8788;0,0;-27,8841;-0,0053;;
-27,2727;-27,2727;0,0;-27,2752;-0,0025;;
-26,6667;-26,6667;0,0;-26,6719;-0,0052;;
-26,0606;-26,0606;0,0;-26,065;-0,0044;;
-25,4545;-25,4545;0,0;-25,4579;-0,0034;;
-24,8485;-24,8485;0,0;-24,8487;-0,0002;;
-24,2424;-24,2424;0,0;-24,2448;-0,0024;;
-23,6364;-23,6364;0,0;-23,6398;-0,0034;;
-23,0303;-23,0303;0,0;-23,0327;-0,0024;;
-22,4242;-22,4242;0,0;-22,4267;-0,0025;;
-21,8182;-21,8182;0,0;-21,8209;-0,0027;;
-21,2121;-21,2121;0,0;-21,2149;-0,0028;;
-20,6061;-20,6061;0,0;-20,6085;-0,0024;;
-20,0;-20,0;0,0;-20,0019;-0,0019;;
-19,3939;-19,8445;-0,4505;-19,8442;-0,4503;;
-18,7879;-19,6807;-0,8929;-19,6868;-0,8989;;
-18,1818;-19,5085;-1,3267;-19,6029;-1,421;;
-17,5758;-19,3276;-1,7519;-19,3287;-1,7529;;
-16,9697;-19,1377;-2,168;-19,137;-2,1673;;
-16,3636;-18,9386;-2,575;-18,9377;-2,574;;
-15,7576;-18,73;-2,9725;-18,7291;-2,9715;;
-15,1515;-18,5118;-3,3603;-18,512;-3,3605;;
-14,5455;-18,2838;-3,7384;-18,2849;-3,7395;;
-13,9394;-18,0458;-4,1064;-18,0467;-4,1073;;
-13,3333;-17,7976;-4,4642;-17,7984;-4,465;;
-12,7273;-17,5391;-4,8118;-17,5489;-4,8217;;
-12,1212;-17,2702;-5,149;-17,363;-5,2418;;
-11,5152;-16,9909;-5,4757;-16,9915;-5,4763;;
-10,9091;-16,701;-5,7919;-16,7002;-5,7911;;
-10,303;-16,4006;-6,0975;-16,4009;-6,0978;;
-9,697;-16,0895;-6,3926;-16,0895;-6,3925;;
-9,0909;-15,768;-6,6771;-15,7677;-6,6768;;
-8,4848;-15,4359;-6,9511;-15,4354;-6,9506;;
-7,8788;-15,0934;-7,2146;-15,0927;-7,214;;
-7,2727;-14,7406;-7,4679;-14,7414;-7,4686;;
-6,6667;-14,3775;-7,7109;-14,387;-7,7203;;
-6,0606;-14,0044;-7,9438;-14,0947;-8,0341;;
-5,4545;-13,6213;-8,1668;-13,6216;-8,167;;
-4,8485;-13,2285;-8,38;-13,2287;-8,3802;;
-4,2424;-12,8262;-8,5837;-12,8261;-8,5836;;
-3,6364;-12,4145;-8,7781;-12,4147;-8,7783;;
-3,0303;-11,9937;-8,9634;-11,9934;-8,963;;
-2,4242;-11,5641;-9,1399;-11,5644;-9,1402;;
-1,8182;-11,1259;-9,3077;-11,126;-9,3078;;
-1,2121;-10,6793;-9,4672;-10,6805;-9,4684;;
-0,6061;-10,2247;-9,6187;-10,2335;-9,6274;;
0,0;-9,7623;-9,7623;-9,8494;-9,8494;;
